ticker,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
LULU,215.465,216.59,-0.5194145620758114,1938118.8,1252804.0,422102893.452,4.939809744869903,2.268152690605585,,2025-07-29 16:18:49.258731+00:00,64.64020678195784,2.268152690605585,100.0,100.0,100.0,0.0,61.42,99,2025-07-29 16:18:49.258731+00:00,sp500
APH,105.81,106.7,-0.8341143392689789,6102959.7,3920138.0,648195349.737,2.703180579095734,2.545128122677464,,2025-07-29 16:18:49.258731+00:00,64.23339154607231,2.545128122677464,100.0,100.0,100.0,0.0,61.33,100,2025-07-29 16:18:49.258731+00:00,sp500
HCA,346.16,340.54,1.6503200798731439,1100630.45,705800.0,380064203.84174997,11.389388043306287,3.298260441424869,,2025-07-29 16:18:49.258731+00:00,64.12688291515104,3.298260441424869,100.0,97.4780378224303,100.0,0.0,61.22,101,2025-07-29 16:18:49.258731+00:00,sp500
CCI,109.99,108.8,1.093749999999998,2157042.1,1380506.0,235653613.86185002,2.6829028930933285,2.4557800730383743,,2025-07-29 16:18:49.258731+00:00,63.99995623636645,2.4557800730383743,100.0,100.0,100.0,0.0,61.21,102,2025-07-29 16:18:49.258731+00:00,sp500
MHK,120.505,120.0,0.42083333333332956,605755.25,387028.0,73181291.7525,4.074465841915837,3.372622996371026,,2025-07-29 16:18:49.258731+00:00,63.89181109037024,3.372622996371026,100.0,93.12905846384277,100.0,0.0,60.71,103,2025-07-29 16:18:49.258731+00:00,sp500
JBHT,148.0,148.39,-0.26282094480759244,842023.75,534943.0,125318394.7125,4.303435542505933,2.891510812676162,,2025-07-29 16:18:49.258731+00:00,63.53063081652982,2.891510812676162,100.0,95.47180534633749,100.0,0.0,60.68,104,2025-07-29 16:18:49.258731+00:00,sp500
LMT,420.72,421.34,-0.1471495704181772,1599042.1,1003352.0,673012034.73745,9.59542242855387,2.2798231886785736,,2025-07-29 16:18:49.258731+00:00,62.747065884006425,2.2798231886785736,100.0,100.0,100.0,0.0,60.67,105,2025-07-29 16:18:49.258731+00:00,sp500
GOOG,195.365,193.42,1.0055837038569029,17551717.95,13014255.0,3407841557.172,3.445691443248561,1.7746659678865684,,2025-07-29 16:18:49.258731+00:00,74.14804087596451,1.7746659678865684,100.0,100.0,0.0,0.0,60.1,106,2025-07-29 16:18:49.258731+00:00,sp500
ALB,71.47,74.77,-4.4135348401765375,3712838.45,2646972.0,270261594.897795,4.5240172926978826,6.215069277285111,,2025-07-29 16:18:49.258731+00:00,71.29240971957721,6.215069277285111,100.0,100.0,0.0,0.0,60.07,107,2025-07-29 16:18:49.258731+00:00,sp500
RSG,245.525,241.41,1.704568990514067,824937.35,619614.0,202084902.6295,3.0118108308221925,1.2294610894485825,,2025-07-29 16:18:49.258731+00:00,75.11043111334455,1.2294610894485825,100.0,96.5353653811272,0.0,0.0,60.01,108,2025-07-29 16:18:49.258731+00:00,sp500
VLO,142.3225,144.75,-1.6770293609671911,2058809.2,1243753.0,295958557.76115996,3.5610886618635975,2.47723943329157,,2025-07-29 16:18:49.258731+00:00,60.41128046251202,2.47723943329157,100.0,100.0,100.0,0.0,59.78,109,2025-07-29 16:18:49.258731+00:00,sp500
V,353.58,355.47,-0.5316904380116586,3415780.5,2499495.0,1215095597.265,4.2031506505778164,1.1815564193567638,,2025-07-29 16:18:49.258731+00:00,73.17493029777529,1.1815564193567638,100.0,100.0,0.0,0.0,59.57,110,2025-07-29 16:18:49.258731+00:00,sp500
MKC,73.27,71.61,2.318111995531346,1226564.05,890105.0,88398471.0835,1.1415031213589582,1.583881117467682,,2025-07-29 16:18:49.258731+00:00,72.56897835869232,1.583881117467682,100.0,99.15736214209456,0.0,0.0,59.34,111,2025-07-29 16:18:49.258731+00:00,sp500
RMD,276.1,273.5,0.9506398537477231,610520.25,450418.0,168241065.2925,4.519555025244874,1.6400751261911217,,2025-07-29 16:18:49.258731+00:00,73.77609505990998,1.6400751261911217,100.0,94.22694503416716,0.0,0.0,59.34,112,2025-07-29 16:18:49.258731+00:00,sp500
PWR,408.97,411.99,-0.7330275006674875,727638.7,439072.0,300478401.16499996,10.505554920361051,2.544025891841882,,2025-07-29 16:18:49.258731+00:00,60.34203513364531,2.544025891841882,100.0,94.04227886286341,100.0,0.0,59.18,113,2025-07-29 16:18:49.258731+00:00,sp500
ELV,291.715,285.98,2.0053849919574644,2371099.85,1368028.0,691780236.73675,12.506082194242955,4.286501411884271,,2025-07-29 16:18:49.258731+00:00,57.69592537404108,4.286501411884271,100.0,100.0,100.0,0.0,59.15,114,2025-07-29 16:18:49.258731+00:00,sp500
ORCL,248.04,247.71,0.13322029792902348,6714939.25,4790856.0,1685651199.9275,5.011985988791288,1.9965685331598964,,2025-07-29 16:18:49.258731+00:00,71.34622997520044,1.9965685331598964,100.0,100.0,0.0,0.0,59.04,115,2025-07-29 16:18:49.258731+00:00,sp500
CMI,365.165,370.7,-1.4931211222012324,644315.6,468230.0,238435430.936,6.767827561375004,1.8288460145314285,,2025-07-29 16:18:49.258731+00:00,72.6709084802541,1.8288460145314285,100.0,94.50766939149547,0.0,0.0,58.98,116,2025-07-29 16:18:49.258731+00:00,sp500
AWK,140.43,138.71,1.2399971162857752,713319.45,515982.0,99240568.48124999,2.2875547408073964,1.6442441982443101,,2025-07-29 16:18:49.258731+00:00,72.3353330685151,1.6442441982443101,100.0,95.2105898873329,0.0,0.0,58.87,117,2025-07-29 16:18:49.258731+00:00,sp500
FCX,42.87,43.79,-2.1009362868234795,10572396.55,6101584.0,459740663.97675,1.1848501887954033,2.7247331005988347,,2025-07-29 16:18:49.258731+00:00,57.71240201919971,2.7247331005988347,100.0,100.0,100.0,0.0,58.77,118,2025-07-29 16:18:49.258731+00:00,sp500
FDX,236.86,242.41,-2.2895095086836283,1140936.85,665671.0,272027868.46125,5.338356805593581,2.2390088311182055,,2025-07-29 16:18:49.258731+00:00,58.344245783629475,2.2390088311182055,100.0,97.05433816187198,100.0,0.0,58.6,119,2025-07-29 16:18:49.258731+00:00,sp500
HUM,235.825,231.52,1.8594505874222436,1138979.4,644914.0,267534871.26599997,8.889002268443582,3.7843255432089835,,2025-07-29 16:18:49.258731+00:00,56.62209518451344,3.7843255432089835,100.0,96.82504130429422,100.0,0.0,58.28,120,2025-07-29 16:18:49.258731+00:00,sp500
KR,69.975,69.32,0.9448932487016751,3792099.25,2158598.0,266508735.29,1.4158472291473523,2.0145805764760274,,2025-07-29 16:18:49.258731+00:00,56.923562852422705,2.0145805764760274,100.0,100.0,100.0,0.0,58.27,121,2025-07-29 16:18:49.258731+00:00,sp500
MU,111.9,111.25,0.5842696629213534,14680785.45,8210474.0,1647110723.5627499,2.6750320341653353,2.3842702742237494,,2025-07-29 16:18:49.258731+00:00,55.92666705717711,2.3842702742237494,100.0,100.0,100.0,0.0,57.97,122,2025-07-29 16:18:49.258731+00:00,sp500
AAPL,212.4901,214.05,-0.7287549637935056,29459798.5,20336942.0,6264920749.01,2.5115838028769835,1.1810325415578782,,2025-07-29 16:18:49.258731+00:00,69.0328618507014,1.1810325415578782,100.0,100.0,0.0,0.0,57.91,123,2025-07-29 16:18:49.258731+00:00,sp500
AMTM,24.655,25.24,-2.3177496038034757,983896.5,554738.0,24685963.185,0.7387901120181248,2.9445600319574528,,2025-07-29 16:18:49.258731+00:00,56.381743404921146,2.9445600319574528,100.0,95.73481165502042,100.0,0.0,57.86,124,2025-07-29 16:18:49.258731+00:00,sp500
CL,87.495,86.47,1.185382213484452,2640338.65,1814717.0,230501564.14499998,1.216671234557282,1.3936669353462567,,2025-07-29 16:18:49.258731+00:00,68.73046379864947,1.3936669353462567,100.0,100.0,0.0,0.0,57.84,125,2025-07-29 16:18:49.258731+00:00,sp500
KMX,59.17,60.26,-1.8088284102223635,1954826.75,1087185.0,117240734.33125,1.4278699846262068,2.380775297417602,,2025-07-29 16:18:49.258731+00:00,55.61541451179753,2.380775297417602,100.0,100.0,100.0,0.0,57.84,126,2025-07-29 16:18:49.258731+00:00,sp500
EL,91.615,92.52,-0.9781668828361447,2482986.3,1373366.0,231935750.28299996,2.64051651265655,2.826802818388342,,2025-07-29 16:18:49.258731+00:00,55.311058301046614,2.826802818388342,100.0,100.0,100.0,0.0,57.83,127,2025-07-29 16:18:49.258731+00:00,sp500
EBAY,78.09,79.0,-1.151898734177211,3238095.2,1799169.0,255291425.56800002,1.776679804214445,2.2535258805358254,,2025-07-29 16:18:49.258731+00:00,55.56257271250086,2.2535258805358254,100.0,100.0,100.0,0.0,57.79,128,2025-07-29 16:18:49.258731+00:00,sp500
ALK,54.06,54.33,-0.4969630038652605,1990419.95,1084241.0,110756918.11775,2.149928254829618,3.86365038157897,,2025-07-29 16:18:49.258731+00:00,54.472976921277336,3.86365038157897,100.0,100.0,100.0,0.0,57.76,129,2025-07-29 16:18:49.258731+00:00,sp500
HAL,22.84,22.84,0.0,10492023.45,5759016.0,240319797.12225,0.6724711645992455,2.935914274609236,,2025-07-29 16:18:49.258731+00:00,54.88946939019661,2.935914274609236,100.0,100.0,100.0,0.0,57.69,130,2025-07-29 16:18:49.258731+00:00,sp500
IVZ,21.585,21.68,-0.438191881918814,6878945.4,3727242.0,149032352.091,0.7151554401320155,3.300971336865984,,2025-07-29 16:18:49.258731+00:00,54.18333455590445,3.300971336865984,100.0,100.0,100.0,0.0,57.5,131,2025-07-29 16:18:49.258731+00:00,sp500
HOLX,66.06,65.69,0.5632516364743562,1119355.95,754720.0,74000621.8545,1.188055924269847,1.797089584434801,,2025-07-29 16:18:49.258731+00:00,67.42448637540186,1.797089584434801,100.0,97.96310723898554,0.0,0.0,57.22,132,2025-07-29 16:18:49.258731+00:00,sp500
CRM,267.47,270.25,-1.028677150786299,3864662.0,2581901.0,1047729191.5100001,4.348045888749685,1.6038235697422347,,2025-07-29 16:18:49.258731+00:00,66.80793818450358,1.6038235697422347,100.0,100.0,0.0,0.0,57.12,133,2025-07-29 16:18:49.258731+00:00,sp500
ISRG,498.63,493.95,0.9474643182508365,1497454.55,810569.0,747184896.8135,11.021455122071202,2.2088412373632087,,2025-07-29 16:18:49.258731+00:00,54.129789782267515,2.2088412373632087,100.0,98.4798421005568,100.0,0.0,57.05,134,2025-07-29 16:18:49.258731+00:00,sp500
LYB,62.45,62.88,-0.6838422391857502,2492593.2,1302912.0,154902204.414,2.6212875886871356,4.218018486905038,,2025-07-29 16:18:49.258731+00:00,52.27134536032594,4.218018486905038,100.0,100.0,100.0,0.0,56.96,135,2025-07-29 16:18:49.258731+00:00,sp500
MAS,66.32,67.5,-1.7481481481481584,1289360.8,856871.0,86554790.504,1.235926493494245,1.8410941359961943,,2025-07-29 16:18:49.258731+00:00,66.45703824716868,1.8410941359961943,100.0,98.88193252708469,0.0,0.0,56.93,136,2025-07-29 16:18:49.258731+00:00,sp500
LKQ,30.8,31.49,-2.191171800571603,2387321.05,1247164.0,73983079.3395,1.270028432257813,4.09818790660798,,2025-07-29 16:18:49.258731+00:00,52.24115122681133,4.09818790660798,100.0,100.0,100.0,0.0,56.92,137,2025-07-29 16:18:49.258731+00:00,sp500
TMO,486.18,484.96,0.2515671395579073,2398435.4,1265281.0,1162509646.2029998,15.289711361888731,3.1545015652913135,,2025-07-29 16:18:49.258731+00:00,52.75443316088481,3.1545015652913135,100.0,100.0,100.0,0.0,56.89,138,2025-07-29 16:18:49.258731+00:00,sp500
AMZN,231.22,232.79,-0.6744275956870971,23628611.2,15617811.0,5471441209.472,2.9768690798552337,1.285571376686489,,2025-07-29 16:18:49.258731+00:00,66.09703324417137,1.285571376686489,100.0,100.0,0.0,0.0,56.76,139,2025-07-29 16:18:49.258731+00:00,sp500
IQV,193.07,197.76,-2.371561488673138,1827961.3,950171.0,357000841.89000005,6.822908114131964,3.4935525417982407,,2025-07-29 16:18:49.258731+00:00,51.979820360529516,3.4935525417982407,100.0,99.6300371388406,100.0,0.0,56.63,140,2025-07-29 16:18:49.258731+00:00,sp500
ADM,54.145,54.76,-1.1230825420014516,1802616.8,950625.0,98422877.28,1.1495612403577968,2.105423517138822,,2025-07-29 16:18:49.258731+00:00,52.73583381670469,2.105423517138822,100.0,99.63349480413933,100.0,0.0,56.58,141,2025-07-29 16:18:49.258731+00:00,sp500
COF,213.66,214.18,-0.24278644131105154,2824919.2,1474341.0,609787058.5120001,5.000198579483357,2.316408125397645,,2025-07-29 16:18:49.258731+00:00,52.190554689139425,2.316408125397645,100.0,100.0,100.0,0.0,56.46,142,2025-07-29 16:18:49.258731+00:00,sp500
HWM,189.47,188.17,0.6908646436732803,1568124.1,826749.0,298210160.097,3.834653387145436,2.0164344466243027,,2025-07-29 16:18:49.258731+00:00,52.72216656832198,2.0164344466243027,100.0,98.62290339309568,100.0,0.0,56.46,143,2025-07-29 16:18:49.258731+00:00,sp500
WMB,58.67,57.51,2.0170405146931034,4135899.65,2164598.0,243232258.4165,1.1861029168107555,2.016838831509532,,2025-07-29 16:18:49.258731+00:00,52.33681141175657,2.016838831509532,100.0,100.0,100.0,0.0,56.44,144,2025-07-29 16:18:49.258731+00:00,sp500
BBWI,30.9,31.01,-0.35472428248952914,2886358.15,1483400.0,89938919.954,0.9506202519666324,3.050771026850553,,2025-07-29 16:18:49.258731+00:00,51.39348351485764,3.050771026850553,100.0,100.0,100.0,0.0,56.32,145,2025-07-29 16:18:49.258731+00:00,sp500
SYF,72.08,72.87,-1.0841224097708333,2271518.9,1169340.0,166275183.48,1.5237576838451212,2.0816361801162855,,2025-07-29 16:18:49.258731+00:00,51.47833020451647,2.0816361801162855,100.0,100.0,100.0,0.0,56.11,146,2025-07-29 16:18:49.258731+00:00,sp500
GOOGL,194.57,192.58,1.033336795098131,26857578.1,17216444.0,5189421240.482,3.4535890290485116,1.7873869315021798,,2025-07-29 16:18:49.258731+00:00,64.102742011574,1.7873869315021798,100.0,100.0,0.0,0.0,56.09,147,2025-07-29 16:18:49.258731+00:00,sp500
APA,19.3299,19.57,-1.226877874297403,3775778.05,1914626.0,73457761.96274999,0.5853091658130476,3.008528223145966,,2025-07-29 16:18:49.258731+00:00,50.70811829101025,3.008528223145966,100.0,100.0,100.0,0.0,56.04,148,2025-07-29 16:18:49.258731+00:00,sp500
AME,178.36,178.84,-0.2683963319167914,862548.0,559643.0,154340026.38,2.012268877286437,1.124580924518086,,2025-07-29 16:18:49.258731+00:00,64.88253407346606,1.124580924518086,100.0,95.79853086677245,0.0,0.0,55.81,149,2025-07-29 16:18:49.258731+00:00,sp500
FANG,150.18,150.52,-0.22588360350784173,1134913.3,584298.0,170787427.9505,3.448407571869042,2.2915291038103742,,2025-07-29 16:18:49.258731+00:00,51.483932737417035,2.2915291038103742,100.0,96.11058571727526,100.0,0.0,55.78,150,2025-07-29 16:18:49.258731+00:00,sp500
VTR,66.445,65.23,1.862639889621323,1656335.15,1040792.0,109815020.445,1.1500811524481307,1.7346623717166376,,2025-07-29 16:18:49.258731+00:00,62.83704116283471,1.7346623717166376,100.0,100.0,0.0,0.0,55.57,151,2025-07-29 16:18:49.258731+00:00,sp500
MET,77.935,77.66,0.3541076487252198,1658664.5,1044926.0,130536896.15,1.1596981879064914,1.4735682184326446,,2025-07-29 16:18:49.258731+00:00,62.99803245321763,1.4735682184326446,100.0,100.0,0.0,0.0,55.57,152,2025-07-29 16:18:49.258731+00:00,sp500
CPB,32.835,32.24,1.8455334987593015,4281390.65,2125534.0,140579461.99275002,0.8138110899076526,2.478486645066705,,2025-07-29 16:18:49.258731+00:00,49.64587849510999,2.478486645066705,100.0,100.0,100.0,0.0,55.48,153,2025-07-29 16:18:49.258731+00:00,sp500
PGR,240.9201,240.97,-0.0207079719467187,2564886.15,1599346.0,617316798.582,4.5670996996245705,1.8975817266181532,,2025-07-29 16:18:49.258731+00:00,62.355438271597365,1.8975817266181532,100.0,100.0,0.0,0.0,55.42,154,2025-07-29 16:18:49.258731+00:00,sp500
ORLY,99.01,97.33,1.726086509811987,3134800.9,1941850.0,310564725.163,1.9455051302923407,1.963768174313456,,2025-07-29 16:18:49.258731+00:00,61.94492288170519,1.963768174313456,100.0,100.0,0.0,0.0,55.27,155,2025-07-29 16:18:49.258731+00:00,sp500
NEE,71.97,71.34,0.8830950378469238,6270743.65,3079583.0,452151970.88325006,1.705375971542861,2.365128592390071,,2025-07-29 16:18:49.258731+00:00,49.110331595200826,2.365128592390071,100.0,100.0,100.0,0.0,55.24,156,2025-07-29 16:18:49.258731+00:00,sp500
IBM,261.5,263.21,-0.6496713650697085,3801464.95,1861184.0,998473776.4422499,6.216130178843041,2.3666521402002787,,2025-07-29 16:18:49.258731+00:00,48.959651725843216,2.3666521402002787,100.0,100.0,100.0,0.0,55.18,157,2025-07-29 16:18:49.258731+00:00,sp500
AIG,79.9,79.23,0.8456392780512454,2863601.25,1770576.0,228687195.825,1.1812677146545167,1.4791731964118668,,2025-07-29 16:18:49.258731+00:00,61.830396253668354,1.4791731964118668,100.0,100.0,0.0,0.0,55.1,158,2025-07-29 16:18:49.258731+00:00,sp500
APTV,68.48,69.87,-1.9894089022470312,1350664.95,667570.0,93263414.7975,1.6939921158912643,2.4532832960047277,,2025-07-29 16:18:49.258731+00:00,49.425284930951975,2.4532832960047277,100.0,97.0749577033174,100.0,0.0,55.09,159,2025-07-29 16:18:49.258731+00:00,sp500
DLR,177.18,175.72,0.8308672888686592,1030362.75,514696.0,183265470.52875,3.9703725795227274,2.2322393835339875,,2025-07-29 16:18:49.258731+00:00,49.9528928040149,2.2322393835339875,100.0,95.19252728162422,100.0,0.0,55.06,160,2025-07-29 16:18:49.258731+00:00,sp500
OKE,82.93,81.81,1.3690257914680413,2005837.1,1236354.0,166444362.55800003,1.3540697526161425,1.6318025459341314,,2025-07-29 16:18:49.258731+00:00,61.637806978443066,1.6318025459341314,100.0,100.0,0.0,0.0,55.06,161,2025-07-29 16:18:49.258731+00:00,sp500
BMY,46.985,47.51,-1.1050305198905466,7657546.8,3695538.0,360019562.802,1.3431493950049618,2.8568529086567302,,2025-07-29 16:18:49.258731+00:00,48.26007723517929,2.8568529086567302,100.0,100.0,100.0,0.0,55.02,162,2025-07-29 16:18:49.258731+00:00,sp500
VMC,273.5925,270.11,1.2892895487023655,604830.55,381084.0,164305243.06024998,4.475402236200504,1.6474580759420974,,2025-07-29 16:18:49.258731+00:00,63.00673800290014,1.6474580759420974,100.0,93.01703091190579,0.0,0.0,54.92,163,2025-07-29 16:18:49.258731+00:00,sp500
MMM,151.735,152.05,-0.2071686945083839,2975287.7,1431288.0,454088408.77400005,3.779662669541458,2.4765185883511056,,2025-07-29 16:18:49.258731+00:00,48.1058688879062,2.4765185883511056,100.0,100.0,100.0,0.0,54.86,164,2025-07-29 16:18:49.258731+00:00,sp500
EIX,52.225,52.27,-0.08609144824947713,2090384.15,1006939.0,109452514.094,1.1665633436664455,2.2279666609366795,,2025-07-29 16:18:49.258731+00:00,48.17004568275166,2.2279666609366795,100.0,100.0,100.0,0.0,54.83,165,2025-07-29 16:18:49.258731+00:00,sp500
OTIS,87.22,87.9,-0.7736063708760031,2313595.55,1101244.0,202543722.42475,2.3277394898990327,2.658906265233917,,2025-07-29 16:18:49.258731+00:00,47.598812160578376,2.658906265233917,100.0,100.0,100.0,0.0,54.7,166,2025-07-29 16:18:49.258731+00:00,sp500
SRE,80.83,80.31,0.6474909724816287,1904932.1,1156136.0,154890029.051,1.2847969418896883,1.5801216847739372,,2025-07-29 16:18:49.258731+00:00,60.69171704335288,1.5801216847739372,100.0,100.0,0.0,0.0,54.67,167,2025-07-29 16:18:49.258731+00:00,sp500
CNC,26.12,26.86,-2.7550260610573285,15794858.75,9056149.0,415088887.95000005,1.664755774818707,6.334687118792644,,2025-07-29 16:18:49.258731+00:00,57.33605563265959,6.334687118792644,100.0,100.0,0.0,0.0,54.52,168,2025-07-29 16:18:49.258731+00:00,sp500
KHC,28.545,28.25,1.0442477876106255,13030424.05,6162590.0,370129195.14025,0.588151352424221,2.0705909256265485,,2025-07-29 16:18:49.258731+00:00,47.293856104399,2.0705909256265485,100.0,100.0,100.0,0.0,54.44,169,2025-07-29 16:18:49.258731+00:00,sp500
XOM,112.575,111.44,1.018485283560665,9556927.0,5728488.0,1070997024.255,1.7216010686188805,1.536252236308286,,2025-07-29 16:18:49.258731+00:00,59.94069014025115,1.536252236308286,100.0,100.0,0.0,0.0,54.36,170,2025-07-29 16:18:49.258731+00:00,sp500
LYV,150.11,153.08,-1.9401620067938323,1184419.3,713329.0,180339682.618,2.613417437236872,1.7164175996564248,,2025-07-29 16:18:49.258731+00:00,60.22605339173383,1.7164175996564248,100.0,97.55484148685532,0.0,0.0,54.28,171,2025-07-29 16:18:49.258731+00:00,sp500
CME,276.16,274.12,0.7441996206041224,1380813.75,827884.0,382637298.26250005,4.5439567636559985,1.639766433422106,,2025-07-29 16:18:49.258731+00:00,59.95623957249846,1.639766433422106,100.0,98.63283356529422,0.0,0.0,54.26,172,2025-07-29 16:18:49.258731+00:00,sp500
TRMB,83.93,85.07,-1.3400728811566784,1153130.4,692177.0,98292835.29599999,1.3984297443969564,1.640579240259217,,2025-07-29 16:18:49.258731+00:00,60.02590860495916,1.640579240259217,100.0,97.33696319463459,0.0,0.0,54.15,173,2025-07-29 16:18:49.258731+00:00,sp500
NXPI,227.78,228.49,-0.31073569959298347,1958960.85,912024.0,454949067.804,5.4440163236173005,2.3441337941858853,,2025-07-29 16:18:49.258731+00:00,46.55652000396026,2.3441337941858853,100.0,99.33344571945821,100.0,0.0,54.14,174,2025-07-29 16:18:49.258731+00:00,sp500
TGT,104.24,106.43,-2.057690500798658,3141828.6,1456437.0,332782485.31200004,2.1806479944204615,2.0587688769075356,,2025-07-29 16:18:49.258731+00:00,46.35634801974875,2.0587688769075356,100.0,100.0,100.0,0.0,54.06,175,2025-07-29 16:18:49.258731+00:00,sp500
TJX,126.7986,125.39,1.1233750697822735,3121464.35,1852332.0,394755989.02275,1.4400195684218748,1.1386704372133591,,2025-07-29 16:18:49.258731+00:00,59.341763746236595,1.1386704372133591,100.0,100.0,0.0,0.0,54.02,176,2025-07-29 16:18:49.258731+00:00,sp500
EW,79.65,78.49,1.4778952732832347,3688298.35,1669811.0,293441016.726,2.6973100047194616,3.390284068274838,,2025-07-29 16:18:49.258731+00:00,45.273208443129334,3.390284068274838,100.0,100.0,100.0,0.0,53.96,177,2025-07-29 16:18:49.258731+00:00,sp500
EXPD,115.07,115.36,-0.25138696255201654,755121.9,453371.0,86703096.558,2.137866828301841,1.8619289568906474,,2025-07-29 16:18:49.258731+00:00,60.03944528691327,1.8619289568906474,100.0,94.27424491392522,0.0,0.0,53.91,178,2025-07-29 16:18:49.258731+00:00,sp500
CSCO,68.365,67.92,0.6551825677267272,10126395.65,5878235.0,693303678.17725,0.8403611322582615,1.2274317275370794,,2025-07-29 16:18:49.258731+00:00,58.04864043604695,1.2274317275370794,100.0,100.0,0.0,0.0,53.53,179,2025-07-29 16:18:49.258731+00:00,sp500
ALLE,163.59,163.67,-0.048878841571445036,759887.9,354799.0,125442294.53200002,3.6658580240317966,2.220655454344437,,2025-07-29 16:18:49.258731+00:00,46.69096586483349,2.220655454344437,100.0,92.4997268526615,100.0,0.0,53.48,180,2025-07-29 16:18:49.258731+00:00,sp500
TXN,191.57,189.25,1.2258916776750295,5538875.55,2468054.0,1056762066.1845,4.840010693103574,2.536826192726859,,2025-07-29 16:18:49.258731+00:00,44.55875525132534,2.536826192726859,100.0,100.0,100.0,0.0,53.46,181,2025-07-29 16:18:49.258731+00:00,sp500
SLB,35.4552,36.0,-1.5133333333333394,14356652.0,6317758.0,515044890.5,0.898337693258841,2.5040771937528667,,2025-07-29 16:18:49.258731+00:00,44.00578909344602,2.5040771937528667,100.0,100.0,100.0,0.0,53.23,182,2025-07-29 16:18:49.258731+00:00,sp500
VRSK,294.755,294.43,0.11038277349454492,555349.85,328718.0,162897994.75125,3.8933350307368375,1.327311013632264,,2025-07-29 16:18:49.258731+00:00,59.191156709594864,1.327311013632264,100.0,91.94708011805646,0.0,0.0,53.2,183,2025-07-29 16:18:49.258731+00:00,sp500
HAS,76.64,76.3,0.445609436435129,1712373.1,761475.0,130577010.7405,1.8389111339119086,2.411528599976275,,2025-07-29 16:18:49.258731+00:00,44.46898868009547,2.411528599976275,100.0,98.02760366514457,100.0,0.0,53.19,184,2025-07-29 16:18:49.258731+00:00,sp500
FTNT,103.97,104.88,-0.8676582761250922,2350831.7,1018362.0,248036252.66700003,2.3628733132181656,2.2394780714796374,,2025-07-29 16:18:49.258731+00:00,43.319221873688356,2.2394780714796374,100.0,100.0,100.0,0.0,52.89,185,2025-07-29 16:18:49.258731+00:00,sp500
ZTS,150.49,150.75,-0.17247097844112166,2156885.5,1209889.0,323101447.90000004,2.664875923566731,1.7789558902314626,,2025-07-29 16:18:49.258731+00:00,56.09426184190121,1.7789558902314626,100.0,100.0,0.0,0.0,52.88,186,2025-07-29 16:18:49.258731+00:00,sp500
FI,141.895,139.94,1.397027297413186,4991658.55,2102166.0,705570936.0424999,5.24305319759573,3.7092700372095724,,2025-07-29 16:18:49.258731+00:00,42.113577660475194,3.7092700372095724,100.0,100.0,100.0,0.0,52.77,187,2025-07-29 16:18:49.258731+00:00,sp500
BLDR,133.27,135.63,-1.7400280174002696,1173859.9,513771.0,159433651.61799997,4.039661834469436,2.974276126100307,,2025-07-29 16:18:49.258731+00:00,43.76765915591802,2.974276126100307,100.0,95.17950720018669,100.0,0.0,52.77,188,2025-07-29 16:18:49.258731+00:00,sp500
NTRS,130.705,129.78,0.7127446447834884,1117461.1,495988.0,148013310.00050002,2.731188727606187,2.061974804730804,,2025-07-29 16:18:49.258731+00:00,44.385258690436736,2.061974804730804,100.0,94.92453408087577,100.0,0.0,52.76,189,2025-07-29 16:18:49.258731+00:00,sp500
CMA,69.58,69.63,-0.07180812868016252,2200064.7,938329.0,153146503.76700002,1.9235811525454496,2.76336898799806,,2025-07-29 16:18:49.258731+00:00,42.65006388221219,2.76336898799806,100.0,99.5392600279695,100.0,0.0,52.7,190,2025-07-29 16:18:49.258731+00:00,sp500
LVS,52.37,52.49,-0.22861497428082406,3733928.0,1587608.0,196703327.04,1.3713867355816831,2.603239816973582,,2025-07-29 16:18:49.258731+00:00,42.51844170535693,2.603239816973582,100.0,100.0,100.0,0.0,52.66,191,2025-07-29 16:18:49.258731+00:00,sp500
TMUS,240.73,238.19,1.0663755825181545,3015603.8,1285550.0,718497761.3879999,5.568535630054907,2.3371676446129888,,2025-07-29 16:18:49.258731+00:00,42.62993699636537,2.3371676446129888,100.0,100.0,100.0,0.0,52.64,192,2025-07-29 16:18:49.258731+00:00,sp500
MAR,273.34,275.79,-0.8883570832880254,859219.5,487493.0,235563618.12000003,4.724699843018291,1.723336680412274,,2025-07-29 16:18:49.258731+00:00,56.73672443421035,1.723336680412274,100.0,94.79948791398013,0.0,0.0,52.61,193,2025-07-29 16:18:49.258731+00:00,sp500
WEC,108.135,107.5,0.5906976744186094,1123305.6,634895.0,121333854.384,1.3983234579876629,1.2945641420058907,,2025-07-29 16:18:49.258731+00:00,56.520238125760244,1.2945641420058907,100.0,96.71170984869288,0.0,0.0,52.6,194,2025-07-29 16:18:49.258731+00:00,sp500
CAT,425.02,432.94,-1.8293527971543437,1654844.05,921528.0,716238183.297055,6.418159408742673,1.4828939809683839,,2025-07-29 16:18:49.258731+00:00,55.68669748669066,1.4828939809683839,100.0,99.4084834462257,0.0,0.0,52.59,195,2025-07-29 16:18:49.258731+00:00,sp500
