ticker,price,previous_close,gap_percent,avg_daily_volume,premarket_volume,dollar_volume,atr,atr_percent,market_cap,fetch_time,pm_vol_ratio_score,atr_percent_score,dollar_vol_score,pm_vol_abs_score,price_atr_bonus,gap_magnitude_score,interest_score,rank,scan_time,ticker_list
CI,295.93,292.39,1.210711720647088,959641.9,856256.0,281918799.1725,6.205548603582235,2.1123474099505524,,2025-07-29 16:18:49.258731+00:00,89.22661672025784,2.1123474099505524,100.0,98.8767355820435,100.0,0.0,71.11,46,2025-07-29 16:18:49.258731+00:00,sp500
WELL,164.31,158.29,3.8031461242024203,1312884.45,1817620.0,216547161.183,3.1766235212440614,1.9259267134982792,,2025-07-29 16:18:49.258731+00:00,100.0,1.9259267134982792,100.0,100.0,0.0,0.0,70.48,47,2025-07-29 16:18:49.258731+00:00,sp500
WM,236.46,227.9,3.756033347959632,995750.3,1656067.0,235624393.489,4.115463238319137,1.73919758201375,,2025-07-29 16:18:49.258731+00:00,100.0,1.73919758201375,100.0,100.0,0.0,0.0,70.43,48,2025-07-29 16:18:49.258731+00:00,sp500
ECL,259.26,269.99,-3.9742212674543564,734056.05,941738.0,190773826.8345,4.895581074807235,1.8837127533984515,,2025-07-29 16:18:49.258731+00:00,100.0,1.8837127533984515,100.0,99.56550926866858,0.0,0.0,70.43,49,2025-07-29 16:18:49.258731+00:00,sp500
MMC,203.77,206.27,-1.2120036844912008,1762380.0,1768489.0,359983738.8,3.401775255170522,1.6654143029327926,,2025-07-29 16:18:49.258731+00:00,100.0,1.6654143029327926,100.0,100.0,0.0,0.0,70.42,50,2025-07-29 16:18:49.258731+00:00,sp500
TT,466.565,472.54,-1.264443221737847,706696.75,949781.0,331589182.0675,8.568713247002568,1.826200048379738,,2025-07-29 16:18:49.258731+00:00,100.0,1.826200048379738,100.0,99.62706557829544,0.0,0.0,70.42,51,2025-07-29 16:18:49.258731+00:00,sp500
VLTO,104.73,103.1,1.5809893307468574,844991.0,914715.0,86611577.5,1.8491769682908958,1.8040750910155081,,2025-07-29 16:18:49.258731+00:00,100.0,1.8040750910155081,100.0,99.35477126216293,0.0,0.0,70.39,52,2025-07-29 16:18:49.258731+00:00,sp500
DTE,137.49,137.35,0.10192937750274102,838379.75,951876.0,113726213.0875,2.0062606845307704,1.4789979244605753,,2025-07-29 16:18:49.258731+00:00,100.0,1.4789979244605753,100.0,99.6430138863723,0.0,0.0,70.33,53,2025-07-29 16:18:49.258731+00:00,sp500
PG,157.1351,157.11,0.015976067723238865,5162038.15,5552969.0,810982003.55575,2.094758811012032,1.333349550308413,,2025-07-29 16:18:49.258731+00:00,100.0,1.333349550308413,100.0,100.0,0.0,0.0,70.33,54,2025-07-29 16:18:49.258731+00:00,sp500
AON,357.21,369.16,-3.2370787734315862,875295.0,762737.0,316751754.6,8.846809272767658,2.4446803561312196,,2025-07-29 16:18:49.258731+00:00,87.1405640384099,2.4446803561312196,100.0,98.03958972837461,100.0,0.0,70.27,55,2025-07-29 16:18:49.258731+00:00,sp500
CZR,28.2,29.42,-4.146838885112176,3327970.55,2825054.0,94597562.88374999,1.1558620432903368,4.06635723233188,,2025-07-29 16:18:49.258731+00:00,84.88819109291697,4.06635723233188,100.0,100.0,100.0,0.0,69.97,56,2025-07-29 16:18:49.258731+00:00,sp500
CEG,329.8,328.66,0.34686301953386056,1495866.0,1267128.0,504959485.62,10.692872338640026,3.1676014866961006,,2025-07-29 16:18:49.258731+00:00,84.7086570588542,3.1676014866961006,100.0,100.0,100.0,0.0,69.68,57,2025-07-29 16:18:49.258731+00:00,sp500
TPR,107.47,110.42,-2.671617460604965,2530357.5,2141431.0,273531645.75,2.99667261385054,2.7721300775675672,,2025-07-29 16:18:49.258731+00:00,84.62958297394736,2.7721300775675672,100.0,100.0,100.0,0.0,69.54,58,2025-07-29 16:18:49.258731+00:00,sp500
BG,76.02,76.7,-0.8865710560625903,996732.4,846395.0,75955992.542,1.6855447867229683,2.2118558975434266,,2025-07-29 16:18:49.258731+00:00,84.91697470655113,2.2118558975434266,100.0,98.79289337091453,100.0,0.0,69.4,59,2025-07-29 16:18:49.258731+00:00,sp500
PFG,80.42,80.39,0.03731807438736302,672621.5,658965.0,55403832.955000006,1.4536750025358953,1.7648112207550022,,2025-07-29 16:18:49.258731+00:00,97.9696604999989,1.7648112207550022,100.0,96.98105012200661,0.0,0.0,69.33,60,2025-07-29 16:18:49.258731+00:00,sp500
CRWD,458.2,472.18,-2.960735312804443,1782411.35,1477499.0,838143467.351635,12.389198718730727,2.634709840720687,,2025-07-29 16:18:49.258731+00:00,82.89326703400985,2.634709840720687,100.0,100.0,100.0,0.0,68.82,61,2025-07-29 16:18:49.258731+00:00,sp500
MGM,37.37,38.56,-3.086099585062253,2742101.3,2261360.0,103418350.52950001,1.0862560714007383,2.880169883072354,,2025-07-29 16:18:49.258731+00:00,82.46814222362974,2.880169883072354,100.0,100.0,100.0,0.0,68.71,62,2025-07-29 16:18:49.258731+00:00,sp500
ADP,308.56,306.89,0.5441689204601049,791828.7,763403.0,243443774.67149997,3.2838484072701357,1.0681092251525104,,2025-07-29 16:18:49.258731+00:00,96.41012001711987,1.0681092251525104,100.0,98.04590718645537,0.0,0.0,68.64,63,2025-07-29 16:18:49.258731+00:00,sp500
RVTY,96.18,95.04,1.1994949494949498,1067802.2,869815.0,101921719.99,4.187480045621097,4.387092766496696,,2025-07-29 16:18:49.258731+00:00,81.4584386509037,4.387092766496696,100.0,98.99045653528859,100.0,0.0,68.58,64,2025-07-29 16:18:49.258731+00:00,sp500
CMG,44.405,44.86,-1.0142666072224662,13653206.8,11056643.0,609957013.79,1.6449665909451117,3.6820740703863724,,2025-07-29 16:18:49.258731+00:00,80.9820224798763,3.6820740703863724,100.0,100.0,100.0,0.0,68.31,65,2025-07-29 16:18:49.258731+00:00,sp500
EMR,147.01,149.48,-1.6523949692266517,1646597.45,1556393.0,245820533.31049997,2.205026845955623,1.4770090735853862,,2025-07-29 16:18:49.258731+00:00,94.5217666892415,1.4770090735853862,100.0,100.0,0.0,0.0,68.18,66,2025-07-29 16:18:49.258731+00:00,sp500
ITW,256.895,260.01,-1.1980308449675048,554982.15,529621.0,143493409.79325002,3.493052391925346,1.3509900763571951,,2025-07-29 16:18:49.258731+00:00,95.43027645123361,1.3509900763571951,100.0,95.3994336165142,0.0,0.0,68.05,67,2025-07-29 16:18:49.258731+00:00,sp500
MRNA,32.165,33.91,-5.145974638749625,4999877.75,3971631.0,163021014.03875,1.3324629577599427,4.086682894525205,,2025-07-29 16:18:49.258731+00:00,79.43456217504517,4.086682894525205,100.0,100.0,100.0,0.0,67.8,68,2025-07-29 16:18:49.258731+00:00,sp500
QRVO,84.49,84.32,0.2016129032258085,931750.7,754571.0,78909966.78299999,1.8325549009293407,2.1638385888881104,,2025-07-29 16:18:49.258731+00:00,80.98421605693454,2.1638385888881104,100.0,97.96167809571527,100.0,0.0,67.73,69,2025-07-29 16:18:49.258731+00:00,sp500
REG,71.05,70.04,1.4420331239291702,650685.4,603257.0,45684621.934,1.1219697037887597,1.5980198031459332,,2025-07-29 16:18:49.258731+00:00,92.71100903754717,1.5980198031459332,100.0,96.34171816564994,0.0,0.0,67.12,70,2025-07-29 16:18:49.258731+00:00,sp500
MOH,168.03,164.19,2.338753882696878,1611417.6,1399549.0,269960790.528,12.27557613754667,7.327389803346667,,2025-07-29 16:18:49.258731+00:00,86.85203636847456,7.327389803346667,100.0,100.0,0.0,0.0,66.57,71,2025-07-29 16:18:49.258731+00:00,sp500
OXY,44.945,45.55,-1.3282107574094335,6881512.8,5328324.0,310975563.432,0.9135750264313205,2.021630950279532,,2025-07-29 16:18:49.258731+00:00,77.4295442711376,2.021630950279532,100.0,100.0,100.0,0.0,66.48,72,2025-07-29 16:18:49.258731+00:00,sp500
ON,58.59,58.66,-0.11933174224342513,5990603.6,4566738.0,356500820.23599994,2.350230063370898,3.9493027446998794,,2025-07-29 16:18:49.258731+00:00,76.23168389909826,3.9493027446998794,100.0,100.0,100.0,0.0,66.48,73,2025-07-29 16:18:49.258731+00:00,sp500
TSLA,321.5,325.59,-1.2561810866427026,64413742.8,48921767.0,20635283898.816837,13.360298133705385,4.170462649971886,,2025-07-29 16:18:49.258731+00:00,75.94926932269492,4.170462649971886,100.0,100.0,100.0,0.0,66.42,74,2025-07-29 16:18:49.258731+00:00,sp500
GEHC,78.17,77.74,0.5531258039619332,2328693.4,1762621.0,182115467.347,1.691852788810408,2.163356292833461,,2025-07-29 16:18:49.258731+00:00,75.69141562388592,2.163356292833461,100.0,100.0,100.0,0.0,65.82,75,2025-07-29 16:18:49.258731+00:00,sp500
ADBE,373.93,369.47,1.2071345440766446,1909161.85,1693491.0,707573564.847,4.547847502476991,1.2270917658186256,,2025-07-29 16:18:49.258731+00:00,88.70337525338671,1.2270917658186256,100.0,100.0,0.0,0.0,65.79,76,2025-07-29 16:18:49.258731+00:00,sp500
PLTR,156.47,157.88,-0.893083354446413,36932018.5,27717837.0,5816423593.565001,4.80791531090072,3.0528384728558766,,2025-07-29 16:18:49.258731+00:00,75.05096695432447,3.0528384728558766,100.0,100.0,100.0,0.0,65.78,77,2025-07-29 16:18:49.258731+00:00,sp500
GNRC,153.005,155.46,-1.579184356104472,526850.95,404068.0,81909517.19649999,3.4970765394091616,2.249357779255909,,2025-07-29 16:18:49.258731+00:00,76.69493620539168,2.249357779255909,100.0,93.44092554724513,100.0,0.0,65.58,78,2025-07-29 16:18:49.258731+00:00,sp500
NVDA,176.508,176.75,-0.13691654879773138,104972006.65,91897199.0,18728055706.426502,3.066324600408608,1.7186954769399743,,2025-07-29 16:18:49.258731+00:00,87.5444815553595,1.7186954769399743,100.0,100.0,0.0,0.0,65.45,79,2025-07-29 16:18:49.258731+00:00,sp500
INTC,20.425,20.68,-1.23307543520309,52807075.7,38756189.0,1086505582.5275,0.7634481086754191,3.7105618890664354,,2025-07-29 16:18:49.258731+00:00,73.39203787798459,3.7105618890664354,100.0,100.0,100.0,0.0,65.28,80,2025-07-29 16:18:49.258731+00:00,sp500
CHRW,100.36,101.49,-1.113410188195877,690887.05,504908.0,69206155.7985,2.2267375063812427,2.2229584769703927,,2025-07-29 16:18:49.258731+00:00,73.08112085759893,2.2229584769703927,100.0,95.05355186768509,100.0,0.0,64.29,81,2025-07-29 16:18:49.258731+00:00,sp500
BAX,28.89,28.52,1.2973352033660623,3558237.7,2543196.0,102050257.236,0.7525015702666775,2.623785112505849,,2025-07-29 16:18:49.258731+00:00,71.4734712635977,2.623785112505849,100.0,100.0,100.0,0.0,64.25,82,2025-07-29 16:18:49.258731+00:00,sp500
TER,90.0,91.14,-1.2508229098090855,2323221.75,1655278.0,212458629.0375,2.5378747655631844,2.775150099030273,,2025-07-29 16:18:49.258731+00:00,71.24924687021374,2.775150099030273,100.0,100.0,100.0,0.0,64.19,83,2025-07-29 16:18:49.258731+00:00,sp500
BXP,69.58,69.6,-0.02873563218390233,843160.3,709694.0,58962199.77900001,1.3980582500526764,1.9992252968006239,,2025-07-29 16:18:49.258731+00:00,84.17070870153634,1.9992252968006239,100.0,97.51786242522385,0.0,0.0,63.92,84,2025-07-29 16:18:49.258731+00:00,sp500
GILD,113.46,113.03,0.38042997434308823,3486309.9,2457373.0,396131962.3875,2.889752041208745,2.543236119875683,,2025-07-29 16:18:49.258731+00:00,70.48636152511858,2.543236119875683,100.0,100.0,100.0,0.0,63.83,85,2025-07-29 16:18:49.258731+00:00,sp500
HIG,125.915,121.24,3.8559881227317816,1041882.45,865246.0,131074021.62225,2.194249969891095,1.7441675369747587,,2025-07-29 16:18:49.258731+00:00,83.04641276950197,1.7441675369747587,100.0,98.95233503625195,0.0,0.0,63.55,86,2025-07-29 16:18:49.258731+00:00,sp500
ALGN,205.48,207.19,-0.8253294077899551,557419.3,397103.0,115519575.73200001,5.203715475574675,2.5109609513485207,,2025-07-29 16:18:49.258731+00:00,71.23954983259459,2.5109609513485207,100.0,93.31507102838272,100.0,0.0,63.46,87,2025-07-29 16:18:49.258731+00:00,sp500
QCOM,162.41,161.05,0.8444582427817355,4518433.15,3710016.0,736079870.7339001,2.648061906709385,1.6255152705912521,,2025-07-29 16:18:49.258731+00:00,82.10846275328872,1.6255152705912521,100.0,100.0,0.0,0.0,63.25,88,2025-07-29 16:18:49.258731+00:00,sp500
VST,195.7966,195.88,-0.042577088013060684,3242356.0,2195643.0,643283430.4,7.3263677647128596,3.6927256878593044,,2025-07-29 16:18:49.258731+00:00,67.71751775560733,3.6927256878593044,100.0,100.0,100.0,0.0,63.01,89,2025-07-29 16:18:49.258731+00:00,sp500
HSY,185.98,184.56,0.7693974859124336,1196798.8,823874.0,221186370.222,4.342511134661302,2.3496529690021384,,2025-07-29 16:18:49.258731+00:00,68.83980832868481,2.3496529690021384,100.0,98.59768874413714,100.0,0.0,62.98,90,2025-07-29 16:18:49.258731+00:00,sp500
PM,161.19,157.77,2.1677124928693585,4602313.3,3146292.0,731445652.769,3.7444928824686423,2.3560642310883044,,2025-07-29 16:18:49.258731+00:00,68.36327287844571,2.3560642310883044,100.0,100.0,100.0,0.0,62.93,91,2025-07-29 16:18:49.258731+00:00,sp500
NKE,78.19,79.24,-1.3250883392226114,7834002.6,5341852.0,618102805.14,1.7702945886912986,2.243719377302026,,2025-07-29 16:18:49.258731+00:00,68.18802944997746,2.243719377302026,100.0,100.0,100.0,0.0,62.84,92,2025-07-29 16:18:49.258731+00:00,sp500
DHR,205.78,202.94,1.3994284024834944,3152911.0,2125862.0,652282109.9575,5.6000274678229784,2.706863783946433,,2025-07-29 16:18:49.258731+00:00,67.42537293314021,2.706863783946433,100.0,100.0,100.0,0.0,62.65,93,2025-07-29 16:18:49.258731+00:00,sp500
ABBV,192.46,188.52,2.0899639295565446,3239470.85,2581064.0,617540328.1355,3.735492992429097,1.9595514832025898,,2025-07-29 16:18:49.258731+00:00,79.67548156823204,1.9595514832025898,100.0,100.0,0.0,0.0,62.36,94,2025-07-29 16:18:49.258731+00:00,sp500
STLD,127.05,130.225,-2.43808792474563,835639.05,562798.0,107772368.2785,3.4765013433398795,2.6955891628594864,,2025-07-29 16:18:49.258731+00:00,67.3494136014826,2.6955891628594864,100.0,95.839221951575,100.0,0.0,62.2,95,2025-07-29 16:18:49.258731+00:00,sp500
APO,146.55,148.7,-1.4458641560188148,1623730.5,1079535.0,242471675.56500003,3.1367391236923776,2.100541835995699,,2025-07-29 16:18:49.258731+00:00,66.48486309766307,2.100541835995699,100.0,100.0,100.0,0.0,62.12,96,2025-07-29 16:18:49.258731+00:00,sp500
CBOE,240.94,241.54,-0.24840606110788868,611604.25,491418.0,148895054.6625,4.380843881847963,1.799484034441554,,2025-07-29 16:18:49.258731+00:00,80.34901654133371,1.799484034441554,100.0,94.85753239720621,0.0,0.0,62.08,97,2025-07-29 16:18:49.258731+00:00,sp500
FE,41.77,41.41,0.8693552282057633,2386894.85,1870006.0,99509646.2965,0.5889308842009874,1.4126430419788616,,2025-07-29 16:18:49.258731+00:00,78.34471635815879,1.4126430419788616,100.0,100.0,0.0,0.0,61.69,98,2025-07-29 16:18:49.258731+00:00,sp500
